id,calories,proteins,fat,carbohydrate,name,suitable for diabetes,glucose
776,332.0,24.0,3.0,55.0,Koro Benguk biji,0,544.5000000000001
777,141.0,10.2,1.3,23.2,Koro Benguk tempe,1,229.68
778,125.0,8.3,0.7,22.1,Koro Kerupuk biji,1,218.79000000000002
779,33.0,2.7,0.2,7.9,Koro Loke biji,1,78.21000000000001
780,344.0,12.5,2.1,69.4,Koro Roway biji,0,687.0600000000002
781,338.0,22.2,1.5,61.0,Koro Wedus biji,0,603.9000000000001
782,38.0,3.0,0.3,7.9,Koro Wedus buah muda,1,78.21000000000001
783,46.0,3.0,0.3,7.9,Koro wedus polong,1,78.21000000000001
784,46.0,2.2,1.5,6.0,Kotiu hinela tawang nggole,1,59.400000000000006
785,366.0,4.2,4.3,77.5,Koya,0,767.25
786,370.0,8.0,1.0,82.2,Koya mirasa,0,813.7800000000002
787,315.0,2.1,1.4,73.5,Kranji segar,0,727.6500000000001
788,542.0,40.3,42.4,11.5,Kripik Tempe Goreng ,1,113.85000000000001
789,21.0,1.7,0.4,3.8,Krokot,1,37.62
790,45.0,2.2,0.3,10.3,Kucai,1,101.97000000000001
791,42.0,3.8,0.6,7.8,Kucai Muda (Lokio),1,77.22
792,113.0,18.1,4.1,0.9,Kuda daging segar,1,8.91
793,440.0,3.8,18.5,64.5,Kue ali,0,638.5500000000001
794,186.7,1.6,1.6,39.6,Kue Apem ,1,392.04
795,338.0,1.5,1.2,80.3,Kue bangket,0,794.97
796,240.0,1.0,4.0,54.0,Kue Bugis ,0,534.6
797,425.0,1.6,8.8,84.6,Kue jahe,0,837.54
798,591.0,5.6,42.1,47.5,Kue kelapa,1,470.25000000000006
799,366.0,4.2,4.3,7.9,Kue Koya ,1,78.21000000000001
800,291.0,3.6,11.1,44.1,Kue lumpur,1,436.59000000000003
801,182.0,1.0,1.0,40.4,Kue mangkok ,1,399.96000000000004
802,126.7,0.7,0.7,57.3,Kue Pacar Cina ,0,567.27
803,296.0,1.4,1.4,66.4,Kue Pia ,0,657.36
804,304.0,5.3,7.0,54.9,Kue putu cangkir,0,543.51
805,217.0,1.2,0.5,53.2,Kue putu singkong,0,526.6800000000001
806,393.3,2.7,2.7,79.3,Kue Satu ,0,785.07
807,380.0,1.0,1.0,92.0,Kue Semprong ,0,910.8000000000001
808,221.0,7.5,10.2,24.8,Kue sus,1,245.52000000000004
809,180.0,5.0,5.0,32.0,Kue Talam ,1,316.8
810,512.0,26.0,26.0,60.4,Kue Tambang ,0,597.96
811,247.0,2.9,4.2,49.5,Kue thipan,1,490.05
812,111.0,4.5,1.1,20.7,Kulit melinjo,1,204.93
813,22.0,0.4,0.2,4.7,Kundur segar,1,46.53000000000001
814,63.0,2.0,2.7,9.1,Kunyit,1,90.09
815,83.0,19.1,0.2,0.0,Kura-kura,1,0.0
816,515.0,30.6,42.1,13.8,Kwaci,1,136.62
817,242.0,19.0,17.0,3.0,Kwark (Quark),1,29.700000000000003
818,17.0,0.6,0.2,3.8,Labu Air,1,37.62
819,51.0,1.7,0.5,10.0,Labu kuning segar,1,99.0
820,26.0,0.6,0.1,6.7,Labu Siam,1,66.33000000000001
821,32.0,1.1,0.1,6.6,Labu waluh segar,1,65.34
822,166.3,2.7,3.9,29.5,Laksa ,1,292.05
823,85.0,5.7,0.3,15.4,Lamtoro (pete cina) biji muda,1,152.46
824,148.0,10.6,0.5,26.2,Lamtoro biji tua,1,259.38
825,142.0,11.0,2.5,20.4,Lamtoro tempe,1,201.96
826,367.0,46.4,5.4,32.5,Lamtoro var. gung tanpa kulit,1,321.75
827,336.0,23.8,1.2,59.7,Lamtoro var. lokal dengan kulit,0,591.03
828,56.0,0.9,0.2,14.3,Langsat,1,141.57000000000002
829,34.0,2.2,0.3,5.5,Lantar segar,1,54.45
830,422.0,0.9,10.8,80.4,Lanting getuk,0,795.9600000000002
831,389.0,6.6,15.7,55.5,Lapis legit,0,549.45
832,174.0,17.0,10.0,3.0,Lawar babi masakan,1,29.700000000000003
833,141.0,23.0,1.5,7.6,Lawar penyu masakan,1,75.24
834,159.0,5.0,10.9,10.1,Lawara jangang masakan,1,99.99000000000001
835,207.0,7.4,15.4,9.6,Lawara penjah masakan,1,95.04
836,405.0,4.8,5.1,84.9,Ledre pisang,0,840.5100000000001
837,15.0,1.0,0.4,1.9,Lema/ Rebung asam,1,18.81
838,902.0,0.0,100.0,0.0,Lemak Babi,1,0.0
839,630.0,9.1,65.0,1.1,Lemak Babi (Bacon),1,10.890000000000002
840,372.0,12.0,29.4,14.4,Lemak ikan,1,142.56
841,818.0,1.5,90.0,0.0,Lemak Kerbau,1,0.0
842,34.0,0.5,0.8,6.2,Lemon segar,1,61.38000000000001
843,36.0,0.0,0.0,10.0,Lemon Squasih,1,99.0
844,30.0,0.0,0.0,8.0,Lemonade,1,79.2
845,221.3,3.8,3.6,43.4,Lemper ,1,429.66
846,320.0,3.5,5.7,63.7,Lempog durian,0,630.6300000000001
847,181.0,2.8,1.2,39.8,Lepok/Ubi rumput,1,394.02
848,33.0,1.9,0.1,7.4,Leunca buah,1,73.26
849,240.0,7.8,0.5,51.3,Leupeut Ketan ,0,507.87
850,387.0,16.0,22.0,3.0,Leverwost (sosis hati),1,29.700000000000003
851,79.0,2.3,5.2,5.8,Lilin bungkus gedi,1,57.42
852,19.0,0.9,0.1,4.2,Lobak,1,41.58000000000001
853,217.0,11.0,1.7,5.1,Lokan segar,1,50.49
854,27.0,0.4,0.2,6.0,Lontar segar,1,59.400000000000006
855,163.3,2.8,2.2,33.0,Lopis ,1,326.70000000000005
856,38.0,1.1,0.3,7.6,Lumai/Leunca segar,1,75.24
857,164.0,1.8,2.1,34.5,Lupis ketan,1,341.55
858,294.0,0.3,0.0,79.5,Madu,0,787.0500000000001
859,341.0,0.3,0.0,85.0,Maizena tepung,0,841.5000000000001
860,363.0,8.7,0.4,78.7,Makaroni,0,779.1300000000001
861,63.0,2.4,0.4,12.4,Mangga benggala segar,1,122.76000000000002
862,44.0,0.7,0.2,11.2,Mangga Gedong,1,110.88
863,63.0,0.5,0.2,16.7,Mangga Golek,1,165.33
864,46.0,0.4,0.2,11.9,Mangga Harum Manis,1,117.81000000000002
865,72.0,0.8,0.2,18.7,Mangga Indramayu,1,185.13
866,56.0,0.4,0.2,14.6,Mangga Kopek,1,144.54000000000002
867,86.0,0.7,0.5,19.8,Mangga kwini segar,1,196.02
868,133.0,1.0,0.1,32.1,Mangga manalagi segar,1,317.79
869,59.0,0.5,0.4,15.1,Mangga Muda,1,149.49
870,52.0,0.7,0.0,12.3,Mangga segar,1,121.77000000000001
871,63.0,0.6,0.6,15.6,Manggis,1,154.44
872,720.0,0.6,81.0,0.4,Margarin,1,3.9600000000000004
873,144.0,3.5,1.2,29.8,Markisa segar,1,295.02
874,217.0,2.5,1.0,49.6,Markisa squash,1,491.0400000000001
875,104.0,1.2,0.5,23.7,Markisa squash BD,1,234.63
876,265.3,4.7,5.5,49.3,Martabak  manis,1,488.07000000000005
877,153.0,4.5,4.2,24.3,Martabak india,1,240.57000000000005
878,278.0,5.1,8.6,45.0,Martabak mesir,1,445.50000000000006
879,200.0,8.9,5.1,29.5,Martabak Telur ,1,292.05
880,369.0,2.1,7.0,74.1,Masekat,0,733.59
881,90.0,1.2,0.1,21.1,Matoa segar,1,208.89000000000004
882,276.0,0.0,0.1,71.0,Melase,0,702.9000000000001
883,66.0,5.0,0.7,13.3,Melinjo,1,131.67000000000002
884,37.0,0.6,0.4,7.8,Melon segar,1,77.22
885,322.0,55.8,2.0,22.7,Menjangan daging dendeng mentah,1,224.73000000000002
886,725.0,0.5,81.6,1.4,Mentega,1,13.86
887,65.0,1.7,0.2,16.1,Menteng,1,159.39000000000004
888,359.0,11.5,6.8,64.4,Merica,0,637.5600000000002
889,88.0,0.6,3.3,14.0,Mi basah,1,138.60000000000002
890,71.0,0.2,0.8,15.9,Mi golosor,1,157.41000000000003
891,339.0,10.0,1.7,6.3,Mi kering,1,62.370000000000005
892,113.0,3.0,3.2,18.1,Mie aceh rebus,1,179.19000000000003
893,102.0,6.2,3.9,10.5,Mie ayam,1,103.95
894,114.0,5.3,3.0,16.4,Mie bakso,1,162.35999999999999
895,86.0,0.6,3.3,14.0,Mie basah,1,138.60000000000002
896,353.0,0.3,0.0,88.0,Mie Bendo,0,871.2
897,102.0,3.0,2.1,17.8,Mie celon,1,176.22000000000003
898,468.0,7.6,20.4,62.4,Mie Goreng ,0,617.76
899,337.0,7.9,11.8,50.0,Mie kering,1,495.00000000000006
900,105.0,5.9,4.9,9.4,Mie pangsit basah,1,93.06000000000002
901,190.0,0.2,0.4,46.5,Mie Sagu,1,460.35
902,902.0,0.0,100.0,0.0,Minyak Hati Hiu (Eulamia),1,0.0
903,902.0,0.0,100.0,0.0,Minyak Ikan,1,0.0
904,902.0,0.0,100.0,0.0,Minyak Kacang Tanah,1,0.0
905,883.0,0.0,99.9,0.0,Minyak kedelai,1,0.0
906,870.0,1.0,98.0,0.0,Minyak Kelapa,1,0.0
907,902.0,0.0,100.0,0.0,Minyak Kelapa Sawit,1,0.0
908,902.0,0.0,100.0,0.0,Minyak Wijen,1,0.0
909,884.0,0.0,100.0,0.0,Minyak Zaitun,1,0.0
910,345.0,8.5,2.2,78.0,Misoa,0,772.2
911,218.0,0.8,16.0,50.2,Misro ,0,496.9800000000001
912,128.0,8.0,10.0,1.3,Moon tahu,1,12.870000000000001
913,33.0,2.3,0.5,4.7,Mostarda metan -sawi,1,46.53000000000001
914,330.0,17.8,23.4,12.1,Mujahir acar kuning masakan,1,119.79
915,478.0,38.3,33.9,5.1,Naan maran sapi masakan,1,50.49
916,52.0,0.4,0.2,13.7,Nanas,1,135.63
917,58.0,0.7,0.2,13.3,Nanas palembang segar,1,131.67000000000002
918,165.0,4.2,0.1,36.7,Nangka biji,1,363.33000000000004
919,106.0,1.2,0.3,27.6,Nangka masak di pohon,1,273.24
920,51.0,2.0,0.4,11.3,Nangka Muda,1,111.87000000000002
921,180.0,3.0,0.3,39.8,Nasi,1,394.02
922,149.0,2.8,0.4,32.5,Nasi beras merah,1,321.75
923,192.0,3.8,8.8,24.4,Nasi gemuk,1,241.56
924,276.0,3.2,3.2,30.2,Nasi Goreng ,1,298.98
925,190.0,4.7,7.5,26.0,Nasi gurih,1,257.40000000000003
926,357.0,8.8,0.5,79.5,Nasi jagung,0,787.0500000000001
927,207.0,3.5,5.0,37.1,Nasi minyak,1,367.29
928,155.0,10.3,4.2,19.1,Nasi rames,1,189.09
929,120.0,2.4,0.4,26.0,Nasi tim,1,257.40000000000003
930,253.3,4.3,21.0,11.7,Nasi Uduk ,1,115.83000000000001
931,196.0,14.5,8.3,15.9,Nasu likku masakan,1,157.41000000000003
932,600.0,14.0,41.7,42.0,Noga Kacang Tanah ,1,415.8
933,387.0,5.3,7.6,74.3,Nopia spesial,0,735.57
934,9.0,2.1,6.0,7.1,Olah-olah,1,70.29
935,187.0,13.0,6.0,22.6,Oncom,1,223.74000000000004
936,376.0,14.9,6.0,65.7,Oncom ampas kacang hijau,0,650.4300000000001
937,363.3,19.3,19.3,40.3,Oncom Goreng ,1,398.96999999999997
938,284.0,12.0,14.4,13.6,Oncom Hitam Goreng ,1,134.64000000000001
939,306.7,9.0,18.0,27.0,Oncom Hitam Goreng bertepung ,1,267.3
940,351.0,11.0,5.3,65.9,Oncom kacang hijau + singkong,0,652.4100000000001
941,132.0,12.7,3.8,13.7,Oncom Kacang Tanah pepes,1,135.63
942,187.0,13.0,6.0,22.6,Oncom Kedele,1,223.74000000000004
943,368.0,6.8,32.0,13.2,Oncom Merah Goreng ,1,130.68
944,320.0,7.3,18.7,31.0,Oncom Merah Goreng bertepung ,1,306.90000000000003
945,40.0,2.0,2.0,3.0,Oncom Merah Sayur (tumis) ,1,29.700000000000003
946,76.0,5.2,1.8,10.6,Oncom pepes,1,104.94
947,288.6,8.3,8.9,44.3,Onde-onde ,1,438.57000000000005
948,115.0,1.5,6.0,14.0,Ongol-ongol ,1,138.60000000000002
949,111.0,0.3,2.7,21.2,Ongol-ongol sagu,1,209.88
950,940.0,36.0,42.0,104.0,Opak Singkong ,0,1029.6000000000001
951,117.0,13.7,5.0,4.3,Oramu ninahu ndawa olaho masakan,1,42.57000000000001
952,125.0,10.4,8.6,0.8,Otak,1,7.920000000000001
953,351.0,0.9,0.9,84.9,Oyek,0,840.5100000000001
954,342.0,2.3,0.1,83.1,Oyek (dari singkong),0,822.6899999999999
955,77.0,3.5,4.6,5.4,Paku hinela wulelenggapaya,1,53.46000000000001
956,494.0,7.5,36.4,40.1,Pala biji,1,396.99000000000007
957,42.0,0.3,0.2,10.9,Pala daging,1,107.91000000000003
958,460.0,28.5,35.2,7.2,Paniki masak santan masakan,1,71.28
959,133.8,3.0,1.6,27.0,Papais ,1,267.3
960,61.0,0.2,0.1,14.9,Papeda,1,147.51
961,87.0,10.5,2.5,5.5,Parede baleh masakan,1,54.45
962,29.0,1.1,0.3,6.6,Paria (Pare),1,65.34
963,16.0,0.8,0.2,3.4,Paria Putih kukus,1,33.660000000000004
964,19.0,1.0,0.4,3.6,Paria putih segar,1,35.64
965,307.0,4.5,13.3,42.4,Pastel,1,419.76
966,362.0,0.5,0.3,86.9,Pati Singkong (tapioka),0,860.3100000000002
967,23.0,1.8,0.3,4.5,Pe-Cay,1,44.550000000000004
968,156.0,28.0,4.0,0.0,Peda Ikan Banjar,1,0.0
969,75.0,2.5,2.8,10.0,Pelecing kangkung,1,99.0
970,219.0,19.7,13.6,4.4,Pelepah manuk masakan,1,43.56000000000001
971,162.0,4.9,3.0,27.8,Pempek adaan,1,275.22
972,156.0,4.2,1.4,31.6,Pempek belida,1,312.84000000000003
973,152.0,4.5,2.3,28.2,Pempek kapal selam,1,279.18
974,211.0,12.3,6.1,26.6,Pempek kelesan,1,263.34000000000003
975,243.0,5.2,7.3,39.1,Pempek kulit,1,387.09000000000003
976,173.0,7.2,1.2,33.4,Pempek tenggiri,1,330.66
977,372.0,7.8,36.3,3.5,Pencok lele masakan,1,34.650000000000006
978,174.0,13.1,12.2,2.2,Penyu serapah masakan,1,21.780000000000005
979,19.0,0.6,0.1,3.9,Pepare ular segar,1,38.61
980,275.0,11.6,11.6,30.2,Pepaya lodeh,1,298.98
981,26.0,2.1,0.1,4.9,Pepaya Muda,1,48.510000000000005
982,46.0,0.5,12.0,12.2,Pepaya segar,1,120.78
983,76.0,5.2,1.8,10.6,Pepea oncom ampas tahu,1,104.94
984,400.0,0.0,0.0,95.0,Permen ,0,940.5000000000001
985,142.0,10.4,2.0,22.0,Pete Segar,1,217.8
986,50.0,3.7,1.0,9.0,Peterseli,1,89.10000000000001
987,161.0,20.0,0.2,24.0,Petis Ikan,1,237.60000000000002
988,220.0,15.0,0.1,40.0,Petis Udang,1,396.0
989,345.0,23.8,1.4,59.3,Petis udang kering,0,587.07
990,220.0,15.0,0.9,38.0,Petis udang pasta,1,376.20000000000005
991,514.0,1.0,27.8,647.0,Pilus ,0,6405.3
992,107.0,15.9,0.6,0.4,Pinda masakan,1,3.9600000000000004
993,157.0,28.0,4.2,0.0,Pindang Ikan Banjar,1,0.0
994,170.0,31.0,4.2,0.0,Pindang Ikan Benggol,1,0.0
995,153.0,30.0,2.8,0.0,Pindang Ikan Layang,1,0.0
996,142.0,27.0,3.0,0.0,Pindang Ikan Selar Kecil,1,0.0
997,124.0,9.5,9.6,0.0,Pindang kenari masakan,1,0.0
998,99.0,1.2,0.2,25.8,Pisang Ambon,1,255.42000000000002
999,68.0,1.3,0.2,17.2,Pisang angleng (pisang ampyang) segar,1,170.28000000000003
1000,120.0,1.1,0.2,26.8,Pisang ayam segar,1,265.32000000000005
1001,127.0,2.1,0.3,31.1,Pisang gapi segar ,1,307.89
1002,220.0,2.3,2.3,6.3,Pisang Goreng ,1,62.370000000000005
1003,115.0,1.9,0.2,27.9,Pisang goroho segar,1,276.21000000000004
1004,117.0,2.0,0.3,28.9,Pisang hijau segar,1,286.11
1005,100.0,1.4,0.5,23.6,Pisang kayu segar,1,233.64000000000004
1006,109.0,0.8,0.5,26.3,Pisang kepok segar,1,260.37
1007,145.0,1.1,0.3,34.5,Pisang ketip segar,1,341.55
1008,96.0,1.0,0.2,22.5,Pisang kidang segar,1,222.75000000000003
1009,99.0,1.3,0.2,25.6,Pisang Lampung,1,253.44000000000003
1010,127.0,1.4,0.2,33.6,Pisang Mas,1,332.6400000000001
1011,127.0,1.4,0.2,31.8,Pisang mas bali,1,314.82000000000005
1012,134.0,1.1,0.5,35.5,Pisang Oli,1,351.45000000000005
1013,120.0,1.2,0.2,31.8,Pisang Raja,1,314.82000000000005
1014,118.0,1.2,0.2,31.1,Pisang Raja Sere (Susu),1,307.89
1015,98.0,1.3,1.2,20.5,Pisang rotan segar,1,202.95000000000002
1016,625.0,1.0,0.0,8.1,Pisang Siam goreng,1,80.19
1017,113.0,1.2,0.2,26.7,Pisang talas segar,1,264.33
1018,45.0,2.2,0.3,10.3,Prey (bawang daun),1,101.97000000000001
1019,33.0,4.5,0.4,2.8,Pucuk lumai/daun leunca segar,1,27.72
1020,216.0,2.6,3.1,44.4,Pulut,1,439.56000000000006
1021,224.0,26.2,11.3,4.4,Punai daging goreng,1,43.56000000000001
1022,104.0,1.9,4.1,15.1,Pundut nasi,1,149.49
1023,25.0,1.5,0.5,3.6,Purundawa,1,35.64
1024,76.0,4.1,1.1,15.2,Purut segar,1,150.48
1025,76.0,3.6,0.3,14.6,Putri malu segar,1,144.54000000000002
1026,163.0,2.2,6.5,23.8,Putri selat,1,235.62000000000003
1027,200.0,1.0,2.4,43.8,Putu Mayang ,1,433.62
1028,136.0,43.0,2.4,3.0,Ragi,1,29.700000000000003
1029,76.0,12.1,2.0,2.4,Rajungan segar,1,23.76
1030,69.0,0.9,0.1,18.1,Rambutan,1,179.19000000000003
1031,11.0,0.0,0.0,2.7,Rambutan Aceh,1,26.730000000000004
1032,76.0,0.5,0.2,18.0,Rambutan binjai segar,1,178.20000000000002
1033,4.0,0.0,0.0,0.9,Rambutan sinyonya,1,8.91
1034,295.0,7.3,8.5,47.5,Rarawuan ,1,470.25000000000006
1035,394.0,2.2,8.8,76.6,Rasbi (Beras Ubi),0,758.34
1036,350.0,0.9,0.4,85.7,Rasi (Beras Singkong),0,848.4300000000001
1037,60.0,5.4,2.5,4.0,Rawon masakan,1,39.6
1038,81.0,16.2,1.2,0.7,Rebon (udang kecil segar),1,6.93
1039,299.0,29.4,3.6,3.2,Rebon kering,1,31.680000000000003
1040,81.0,16.2,1.2,0.7,Rebon udang kecil segar,1,6.93
1041,27.0,0.6,0.3,5.2,Rebung,1,51.480000000000004
1042,320.0,7.2,4.2,63.3,Rebung laut mentah,0,626.67
1043,451.0,11.2,20.2,59.7,Rempeyek kacang tolo,0,591.03
1044,497.0,17.0,27.6,50.8,Rempeyek kacang uci,0,502.92
1045,193.0,22.6,7.9,7.8,Rendang sapi masakan,1,77.22
1046,471.0,4.7,21.8,64.1,Renggi goreng,0,634.59
1047,75.0,1.6,0.6,15.8,Rimbang segar,1,156.42000000000002
1048,335.0,5.3,3.5,70.5,Risoles ,0,697.95
1049,341.0,5.5,16.2,43.3,Roti boong,1,428.67
1050,350.0,7.5,2.0,75.5,Roti Gambang ,0,747.45
1051,248.0,8.0,1.2,50.0,Roti Putih,1,495.00000000000006
1052,249.0,7.9,1.5,49.7,Roti warna sawo matang,1,492.0300000000001
1053,153.0,11.3,8.4,8.0,Rujak cingur,1,79.2
1054,41.0,1.4,0.3,8.1,Rumput laut,1,80.19
1055,536.0,40.5,41.5,0.0,Rusa daging dendeng mentah,1,0.0
1056,110.0,11.5,2.0,11.7,Rusip,1,115.83000000000001
1057,198.0,24.6,10.7,0.9,RW anjing masakan,1,8.91
1058,449.0,30.6,25.5,31.9,Saga biji tanpa kulit,1,315.81000000000006
1059,338.0,0.6,0.3,83.1,Sagu Ambon ,0,822.6899999999999
1060,355.0,0.6,1.1,85.6,Sagu aren kering,0,847.4399999999999
1061,231.0,0.6,0.2,56.6,Sagu aren segar,0,560.34
1062,291.0,0.5,4.0,63.4,Sagu forno,0,627.6600000000001
1063,230.0,0.6,0.2,56.5,Sagu kasbi segar,0,559.35
1064,452.0,2.8,14.8,76.8,Sagu Lemak (Kue Sagon),0,760.32
1065,347.0,0.9,0.3,85.2,Sagu lempeng,0,843.4800000000001
1066,364.0,0.1,0.2,90.5,Sagu Rendang,0,895.95
1067,362.0,0.5,0.3,86.9,Sagu singkong kering,0,860.3100000000002
1068,354.0,0.8,8.3,68.9,Sagu sinole,0,682.11
1069,57.0,0.5,0.1,13.6,Salak bali segar,1,134.64000000000001
1070,55.0,0.4,0.2,12.8,Salak medan segar,1,126.72000000000001
1071,87.0,0.8,0.4,20.1,Salak pondoh segar,1,198.99000000000004
1072,281.0,2.4,0.7,66.1,Sale pisang siam,0,654.39
1073,122.0,2.0,10.0,7.6,Santan (dengan air),1,75.24
1074,324.0,4.2,34.3,55.6,Santan (kelapa saja),0,550.44
1075,324.0,4.2,34.3,5.6,Santan murni,1,55.44
1076,98.0,2.0,0.4,24.5,Saos Tomat,1,242.55
1077,212.0,18.0,10.6,59.3,Sapi abon,0,587.07
1078,108.0,17.6,4.2,0.0,Sapi babat segar,1,0.0
1079,182.0,32.0,6.0,0.0,Sapi daging asap,1,0.0
1080,301.0,55.0,9.0,0.0,Sapi daging dendeng mentah,1,0.0
1081,273.0,17.5,22.0,0.0,Sapi daging gemuk segar,1,0.0
1082,289.0,16.0,25.0,0.0,Sapi daging kornet,1,0.0
1083,174.0,19.6,10.0,0.0,Sapi daging kurus segar,1,0.0
1084,201.0,18.8,14.0,0.0,Sapi daging lemak sedang segar,1,0.0
1085,448.0,14.5,42.3,2.3,Sapi daging sosis (Worst),1,22.77
1086,183.0,12.0,14.4,1.4,Sapi daleman segar,1,13.86
1087,98.0,21.9,1.1,0.0,Sapi dideh/darah,1,0.0
1088,137.0,15.0,8.1,0.9,Sapi ginjal segar,1,8.91
1089,274.0,16.0,22.0,3.0,Sapi hati sosis (liverworst),1,29.700000000000003
1090,84.0,10.5,4.6,0.2,Sapi keleponan segar,1,1.9800000000000002
1091,132.0,19.7,3.2,6.0,Sapi liver segar,1,59.400000000000006
1092,123.0,10.4,8.6,0.8,Sapi otak segar,1,7.920000000000001
1093,360.0,57.3,6.0,19.2,Sapi paru dendeng mentah,1,190.08
1094,268.0,23.9,12.7,14.5,Sapi paru goreng,1,143.55
1095,126.0,14.0,7.2,1.5,Sapi usus segar,1,14.850000000000001
1096,281.0,37.5,0.3,32.1,Sarang Burung,1,317.79
1097,338.0,21.1,27.0,1.0,Sardines dalam kaleng,1,9.9
1098,344.0,30.0,20.0,43.0,Sari Kedelai bubuk,1,425.70000000000005
1099,166.0,2.3,2.8,32.9,Sarimuka,1,325.71000000000004
1100,283.0,12.1,16.8,20.9,Sate Bandeng,1,206.91000000000003
1101,110.0,15.5,0.5,11.5,Sate Kulit ,1,113.85000000000001
1102,179.0,22.5,3.5,13.3,Sate penyu masakan,1,131.67000000000002
1103,274.0,12.9,18.6,13.6,Sate pusut masakan,1,134.64000000000001
1104,126.7,14.0,7.3,1.3,Sate Usus ,1,12.870000000000001
1105,22.0,2.3,0.3,4.0,Sawi,1,39.6
1106,9.0,1.0,0.1,1.7,Sawi putih / pecai segar,1,16.830000000000002
1107,30.0,1.9,0.5,4.4,Sawi taiwan segar,1,43.56000000000001
1108,19.0,1.3,0.2,2.9,Sawi tanah segar,1,28.71
1109,92.0,0.5,1.1,22.4,Sawo,1,221.76
1110,64.0,1.0,3.1,8.0,Sawo duren segar,1,79.2
1111,111.0,0.9,2.3,21.6,Sawo kecik segar,1,213.84000000000003
1112,92.0,0.5,1.1,22.4,Sawo Manila segar,1,221.76
1113,29.0,0.7,0.6,5.0,Sayur asem,1,49.5
1114,49.0,1.7,0.3,9.8,Sayur bunga pepaya,1,97.02000000000001
1115,178.0,2.6,13.9,10.6,Sayur garu,1,104.94
1116,133.0,7.3,6.6,11.2,Sayur kohu-kohu,1,110.88
1117,64.0,2.1,0.6,12.5,Sayur lebui,1,123.75000000000001
1118,36.0,2.7,0.7,4.8,Sayur lilin-terubuk,1,47.52
1119,49.0,3.1,2.5,3.6,Sayur ndusuk,1,35.64
1120,27.0,1.3,2.0,1.0,Sayur sop,1,9.9
1121,67.0,5.2,2.9,5.1,Sayur umbut kelapa,1,50.49
1122,57.0,5.4,2.6,3.1,Sayur umbut rotan,1,30.690000000000005
1123,15.0,1.2,0.2,2.9,Selada,1,28.71
1124,17.0,1.7,0.3,3.0,Selada Air,1,29.700000000000003
1125,19.0,2.7,0.2,2.9,Selada Air rebus,1,28.71
1126,20.0,1.0,0.1,4.6,Seledri,1,45.54
1127,28.0,0.5,0.2,6.9,Semangka,1,68.31
1128,192.5,4.5,6.0,30.3,Semur Jengkol ,1,299.97
1129,64.0,0.6,0.3,14.8,Sente,1,146.52
1130,353.0,0.7,0.2,84.7,Sente talas segar,0,838.5300000000002
1131,88.0,7.9,1.6,10.6,Sepi masakan,1,104.94
1132,298.0,8.0,23.8,48.9,Serbuk Coklat,1,484.11000000000007
1133,478.0,2.5,21.2,69.2,Serimping talas kebumen,0,685.08
1134,213.0,0.0,0.0,55.0,Setrup sirup,0,544.5000000000001
1135,88.0,3.2,8.0,0.8,Shabu-shabu,1,7.920000000000001
1136,474.0,11.2,42.5,11.7,Sie reuboh masakan,1,115.83000000000001
1137,81.0,5.1,4.5,5.1,Singkah (rotan muda),1,50.49
1138,285.0,1.0,18.0,28.0,Singkong Goreng ,1,277.20000000000005
1139,146.0,1.2,0.3,34.7,Singkong kukus,1,343.5300000000001
1140,173.0,0.5,0.1,42.5,Singkong tape,1,420.75000000000006
1141,95.3,4.4,2.2,14.4,Siomay ,1,142.56
1142,65.0,1.0,0.3,16.3,Sirsak,1,161.37000000000003
1143,213.0,0.0,0.0,55.0,Sirup,0,544.5000000000001
1144,71.0,7.5,3.6,2.2,Sop buntut masakan,1,21.780000000000005
1145,49.0,5.8,0.5,5.3,Sop daging sapi masakan,1,52.47
1146,68.0,9.0,1.9,3.7,Sop kaki sapi masakan,1,36.63
1147,34.0,5.5,0.8,1.1,Sop kambing masakan,1,10.890000000000002
1148,71.0,7.4,2.6,4.5,Sop konro masakan,1,44.550000000000004
1149,12.0,0.5,0.1,2.0,Sop Kool,1,19.8
1150,15.0,0.6,0.1,3.1,Sop Kool dan Wortel,1,30.690000000000005
1151,89.0,7.2,5.0,3.9,Sop saudara masakan,1,38.61
1152,42.0,3.9,1.7,2.8,Soto bandung masakan,1,27.72
1153,110.0,2.9,9.5,3.2,Soto banjar masakan,1,31.680000000000003
1154,135.0,2.5,8.8,11.5,Soto betawi masakan,1,113.85000000000001
1155,127.5,2.6,9.4,8.3,Soto dengan Daging,1,82.17
1156,92.0,11.8,4.3,1.4,Soto jeroan masakan,1,13.86
1157,38.0,2.6,2.3,1.8,Soto kudus masakan,1,17.82
1158,60.0,3.5,4.5,1.3,Soto madura masakan,1,12.870000000000001
1159,127.0,5.9,6.6,11.0,Soto padang masakan,1,108.9
1160,94.0,3.0,6.8,5.1,Soto pekalongan masakan,1,50.49
1161,75.0,3.6,5.2,3.5,Soto pemalang masakan,1,34.650000000000006
1162,80.0,3.2,3.5,9.0,Soto sukaraja masakan,1,89.10000000000001
1163,86.0,2.3,8.5,0.0,Soto sulung masakan,1,0.0
1164,117.1,0.4,8.6,9.6,Soto tanpa Daging ,1,95.04
1165,139.0,7.4,2.1,22.6,Spaghetti,1,223.74000000000004
1166,101.0,1.7,0.6,35.2,Srikaya,1,348.4800000000001
1167,75.0,5.6,0.4,12.2,Sukiyaki masakan,1,120.78
